"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
156063005,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 18:00:00",Friday,"18:00",THEFT,,,,37.802574,-122.400387,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371837"
156063419,"GRAND THEFT FROM UNLOCKED AUTO","2015-03-13 18:00:00",Friday,"18:00",THEFT,,,,37.787914,-122.419317,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371836"
150233739,"PETTY THEFT FROM UNLOCKED AUTO","2015-03-13 18:00:00",Friday,"18:00",THEFT,,,,37.740051,-122.479713,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371835"
150233905,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 18:00:00",Friday,"18:00",THEFT,,,,37.773349,-122.466951,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371834"
156063362,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 18:00:00",Friday,"18:00",THEFT,,,,37.722064,-122.41215,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371833"
150226706,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY","2015-03-13 18:00:00",Friday,"18:00",BURGLARY,,,,37.785118,-122.404957,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371840"
156063481,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 17:47:00",Friday,"17:47",THEFT,,,,37.770631,-122.412483,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371842"
150232098,"STOLEN AUTOMOBILE","2015-03-13 17:30:00",Friday,"17:30","VEHICLE THEFT",,,,37.754347,-122.423215,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371843"
156063174,"PETTY THEFT OF PROPERTY","2015-03-13 17:30:00",Friday,"17:30",THEFT,,,,37.795101,-122.404848,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371845"
156066491,"PETTY THEFT OF PROPERTY","2015-03-13 17:30:00",Friday,"17:30",THEFT,,,,37.775421,-122.403405,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371844"
156065465,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 17:25:00",Friday,"17:25",THEFT,,,,37.801945,-122.420469,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371846"
156062994,"PETTY THEFT OF PROPERTY","2015-03-13 17:20:00",Friday,"17:20",THEFT,,,,37.804146,-122.425111,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371847"
150225695,"POSSESSION OF MARIJUANA (ARREST, BOOKED)","2015-03-13 17:20:00",Friday,"17:20",NARCOTICS,,,,37.733225,-122.391246,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371848"
150225651,"BATTERY (ARREST, BOOKED)","2015-03-13 17:18:00",Friday,"17:18","SIMPLE ASSAULT",,,,37.778294,-122.415449,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371849"
156063356,"PETTY THEFT OF PROPERTY","2015-03-13 17:15:00",Friday,"17:15",THEFT,,,,37.758002,-122.387316,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371850"
150226364,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-13 17:13:00",Friday,"17:13",THEFT,,,,37.785063,-122.406521,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371853"
150226364,"ROBBERY OF A CHAIN STORE WITH BODILY FORCE (ARREST, BOOKED)","2015-03-13 17:13:00",Friday,"17:13",ROBBERY,,,,37.785063,-122.406521,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Robbery/9371852"
150226364,"BURGLARY OF STORE, UNLAWFUL ENTRY (ARREST, BOOKED)","2015-03-13 17:13:00",Friday,"17:13",BURGLARY,,,,37.785063,-122.406521,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371851"
150225548,"POSSESSION OF NARCOTICS PARAPHERNALIA (ARREST, BOOKED)","2015-03-13 17:11:00",Friday,"17:11",NARCOTICS,,,,37.784189,-122.410135,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371854"
156071149,"MALICIOUS MISCHIEF, VANDALISM","2015-03-13 17:05:00",Friday,"17:05",VANDALISM,,,,37.807036,-122.413814,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371855"
150230763,"STOLEN AUTOMOBILE","2015-03-13 17:00:00",Friday,"17:00","VEHICLE THEFT",,,,37.759685,-122.470373,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371859"
150232048,"STOLEN MOTORCYCLE","2015-03-13 17:00:00",Friday,"17:00","VEHICLE THEFT",,,,37.764184,-122.401607,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371858"
150226091,"GRAND THEFT PICKPOCKET","2015-03-13 17:00:00",Friday,"17:00",THEFT,,,,37.783309,-122.439481,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371860"
156063914,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 17:00:00",Friday,"17:00",THEFT,,,,37.73046,-122.372926,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371857"
150227851,"PETTY THEFT FROM UNLOCKED AUTO","2015-03-13 17:00:00",Friday,"17:00",THEFT,,,,37.728659,-122.414959,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371856"
150233632,"DISCHARGING IN GROSSLY NEGLIGENT MANNER","2015-03-13 17:00:00",Friday,"17:00","SIMPLE ASSAULT",,,,37.73992,-122.401047,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371862"
150234050,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY","2015-03-13 17:00:00",Friday,"17:00",BURGLARY,,,,37.764598,-122.394699,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371861"
150225742,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-13 16:45:00",Friday,"16:45",THEFT,,,,37.773751,-122.417975,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371864"
150225764,"PETTY THEFT OF PROPERTY","2015-03-13 16:45:00",Friday,"16:45",THEFT,,,,37.73004,-122.387414,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371863"
156071428,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 16:35:00",Friday,"16:35",THEFT,,,,37.807036,-122.413814,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371865"
150228508,"STOLEN AUTOMOBILE","2015-03-13 16:30:00",Friday,"16:30","VEHICLE THEFT",,,,37.743095,-122.401999,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371866"
156067029,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 16:30:00",Friday,"16:30",THEFT,,,,37.797222,-122.404718,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371867"
150225532,"ROBBERY, BODILY FORCE (ARREST, BOOKED)","2015-03-13 16:27:00",Friday,"16:27",ROBBERY,,,,37.787109,-122.406428,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Robbery/9371868"
150225532,"BURGLARY OF STORE, UNLAWFUL ENTRY (ARREST, BOOKED)","2015-03-13 16:27:00",Friday,"16:27",BURGLARY,,,,37.787109,-122.406428,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371869"
156065346,"GRAND THEFT OF PROPERTY","2015-03-13 16:24:00",Friday,"16:24",THEFT,,,,37.80794,-122.409871,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371870"
150225413,"ROBBERY, BODILY FORCE (JUVENILE BOOKED)","2015-03-13 16:10:00",Friday,"16:10",ROBBERY,,,,37.783992,-122.408068,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Robbery/9371871"
150226201,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 16:00:00",Friday,"16:00",THEFT,,,,37.78351,-122.405395,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371875"
156066623,"GRAND THEFT FROM UNLOCKED AUTO","2015-03-13 16:00:00",Friday,"16:00",THEFT,,,,37.794026,-122.428986,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371874"
156071575,"PETTY THEFT OF PROPERTY","2015-03-13 16:00:00",Friday,"16:00",THEFT,,,,37.78958,-122.402025,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371873"
156064815,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 16:00:00",Friday,"16:00",THEFT,,,,37.784892,-122.435576,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371872"
150226160,BATTERY,"2015-03-13 15:30:00",Friday,"15:30","SIMPLE ASSAULT",,,,37.751638,-122.428549,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371876"
150225407,"GRAND THEFT OF PROPERTY","2015-03-13 15:10:00",Friday,"15:10",THEFT,,,,37.786456,-122.407222,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371877"
150225504,"GRAND THEFT OF PROPERTY","2015-03-13 15:00:00",Friday,"15:00",THEFT,,,,37.788449,-122.407613,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371883"
150227748,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 15:00:00",Friday,"15:00",THEFT,,,,37.798648,-122.412123,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371882"
150225554,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 15:00:00",Friday,"15:00",THEFT,,,,37.772541,-122.466205,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371881"
150225388,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 15:00:00",Friday,"15:00",THEFT,,,,37.799902,-122.420884,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371880"
150227356,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 15:00:00",Friday,"15:00",THEFT,,,,37.772283,-122.42718,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371878"
150227356,"BURGLARY, UNLAWFUL ENTRY","2015-03-13 15:00:00",Friday,"15:00",BURGLARY,,,,37.772283,-122.42718,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371879"
150237082,"SEXUAL BATTERY","2015-03-13 15:00:00",Friday,"15:00","AGGRAVATED ASSAULT",,,,37.784828,-122.403971,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Aggravated_Assault/9371884"
150225350,"PETTY THEFT SHOPLIFTING","2015-03-13 14:50:00",Friday,"14:50",THEFT,,,,37.785207,-122.406691,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371885"
150225043,"MALICIOUS MISCHIEF, GRAFFITI","2015-03-13 14:38:00",Friday,"14:38",VANDALISM,,,,37.772468,-122.389518,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371886"
156063033,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 14:30:00",Friday,"14:30",THEFT,,,,37.724738,-122.497704,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371887"
150226104,BATTERY,"2015-03-13 14:30:00",Friday,"14:30","SIMPLE ASSAULT",,,,37.780904,-122.411979,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371888"
156063588,"PETTY THEFT OF PROPERTY","2015-03-13 14:20:00",Friday,"14:20",THEFT,,,,37.797137,-122.434673,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371890"
150225009,"GRAND THEFT FROM PERSON","2015-03-13 14:20:00",Friday,"14:20",THEFT,,,,37.781862,-122.41387,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371889"
150225582,"PETTY THEFT FROM A BUILDING","2015-03-13 14:10:00",Friday,"14:10",THEFT,,,,37.764623,-122.433206,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371891"
150226041,"GRAND THEFT FROM PERSON","2015-03-13 14:00:00",Friday,"14:00",THEFT,,,,37.793177,-122.40773,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371894"
156063782,"PETTY THEFT OF PROPERTY","2015-03-13 14:00:00",Friday,"14:00",THEFT,,,,37.728528,-122.475647,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371893"
150228144,"POSSESSION OF NARCOTICS PARAPHERNALIA (ARREST, BOOKED)","2015-03-13 14:00:00",Friday,"14:00",NARCOTICS,,,,37.766674,-122.419828,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371892"
150225372,"THREATS AGAINST LIFE (ARREST, BOOKED)","2015-03-13 13:55:00",Friday,"13:55","SIMPLE ASSAULT",,,,37.737504,-122.395572,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371895"
150225322,"PETTY THEFT FROM A BUILDING","2015-03-13 13:50:00",Friday,"13:50",THEFT,,,,37.786902,-122.408065,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371897"
150224976,"PETTY THEFT BICYCLE","2015-03-13 13:50:00",Friday,"13:50",THEFT,,,,37.763232,-122.419424,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371896"
150225059,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-13 13:45:00",Friday,"13:45",THEFT,,,,37.787198,-122.409055,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371899"
150225059,"POSSESSION OF NARCOTICS PARAPHERNALIA (ARREST, BOOKED)","2015-03-13 13:45:00",Friday,"13:45",NARCOTICS,,,,37.787198,-122.409055,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371898"
150224960,"POSSESSION OF METH-AMPHETAMINE (JUVENILE BOOKED)","2015-03-13 13:38:00",Friday,"13:38",NARCOTICS,,,,37.721377,-122.432434,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371900"
150227685,"GRAND THEFT PICKPOCKET","2015-03-13 13:30:00",Friday,"13:30",THEFT,,,,37.794453,-122.404799,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371902"
150225128,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 13:30:00",Friday,"13:30",THEFT,,,,37.767244,-122.510226,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371901"
150224829,"PETTY THEFT SHOPLIFTING","2015-03-13 13:21:00",Friday,"13:21",THEFT,,,,37.787611,-122.40582,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371903"
150241033,"PETTY THEFT OF PROPERTY","2015-03-13 13:17:00",Friday,"13:17",THEFT,,,,37.780636,-122.49718,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371904"
156067461,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 13:15:00",Friday,"13:15",THEFT,,,,37.778327,-122.396533,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371905"
150224744,"HUMAN TRAFFICKING (EXCEPTIONAL CLEARANCE)","2015-03-13 13:08:00",Friday,"13:08",PROSTITUTION,,,,37.78976,-122.404828,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Prostitution/9371906"
150224788,"ATTEMPTED SHOPLIFTING","2015-03-13 13:06:00",Friday,"13:06",THEFT,,,,37.724932,-122.460709,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371907"
156065578,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 13:05:00",Friday,"13:05",THEFT,,,,37.772541,-122.466205,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371908"
150225485,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 13:00:00",Friday,"13:00",THEFT,,,,37.752738,-122.410068,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371909"
150228809,"GRAND THEFT OF PROPERTY","2015-03-13 12:45:00",Friday,"12:45",THEFT,,,,37.793487,-122.398217,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371910"
150224675,"BURGLARY, VEHICLE (ARREST MADE) (ARREST, BOOKED)","2015-03-13 12:40:00",Friday,"12:40",BURGLARY,,,,37.723915,-122.391493,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371911"
150224631,"POSSESSION OF NARCOTICS PARAPHERNALIA","2015-03-13 12:35:00",Friday,"12:35",NARCOTICS,,,,37.786902,-122.408065,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Narcotics/9371912"
150225021,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 12:30:00",Friday,"12:30",THEFT,,,,37.775421,-122.403405,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371913"
156062819,"PETTY THEFT OF PROPERTY","2015-03-13 12:15:00",Friday,"12:15",THEFT,,,,37.784167,-122.401659,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371915"
156068287,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 12:15:00",Friday,"12:15",THEFT,,,,37.732285,-122.431865,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371914"
150224750,"PETTY THEFT OF PROPERTY (ARREST, BOOKED)","2015-03-13 12:11:00",Friday,"12:11",THEFT,,,,37.781495,-122.41633,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371916"
150238109,"STOLEN TRUCK","2015-03-13 12:00:00",Friday,"12:00","VEHICLE THEFT",,,,37.744982,-122.400314,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371925"
150224879,"MALICIOUS MISCHIEF, BREAKING WINDOWS","2015-03-13 12:00:00",Friday,"12:00",VANDALISM,,,,37.74568,-122.412506,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371921"
150235995,"GRAND THEFT BICYCLE","2015-03-13 12:00:00",Friday,"12:00",THEFT,,,,37.788225,-122.439634,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371922"
156063613,"GRAND THEFT FROM UNLOCKED AUTO","2015-03-13 12:00:00",Friday,"12:00",THEFT,,,,37.803727,-122.428403,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371919"
156063221,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 12:00:00",Friday,"12:00",THEFT,,,,37.766015,-122.4643,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371918"
156063312,"PETTY THEFT OF PROPERTY","2015-03-13 12:00:00",Friday,"12:00",THEFT,,,,37.784401,-122.407546,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371917"
150224879,"THREATS TO SCHOOL TEACHERS","2015-03-13 12:00:00",Friday,"12:00","SIMPLE ASSAULT",,,,37.74568,-122.412506,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371920"
150224603,"HUMAN TRAFFICKING (EXCEPTIONAL CLEARANCE)","2015-03-13 12:00:00",Friday,"12:00",PROSTITUTION,,,,37.791226,-122.404195,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Prostitution/9371924"
150235995,"BURGLARY, UNLAWFUL ENTRY","2015-03-13 12:00:00",Friday,"12:00",BURGLARY,,,,37.788225,-122.439634,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371923"
150228326,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 11:45:00",Friday,"11:45",THEFT,,,,37.78003,-122.432116,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371926"
150224506,"BATTERY WITH SERIOUS INJURIES","2015-03-13 11:40:00",Friday,"11:40","SIMPLE ASSAULT",,,,37.782024,-122.401162,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371927"
156066673,"GRAND THEFT FROM UNLOCKED AUTO","2015-03-13 11:30:00",Friday,"11:30",THEFT,,,,37.799628,-122.434323,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371928"
150227970,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","2015-03-13 11:15:00",Friday,"11:15",VANDALISM,,,,37.728182,-122.441439,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371930"
156063328,"PETTY THEFT OF PROPERTY","2015-03-13 11:15:00",Friday,"11:15",THEFT,,,,37.759209,-122.388303,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371929"
156062972,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 11:10:00",Friday,"11:10",THEFT,,,,37.801426,-122.416993,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371931"
150224681,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 11:00:00",Friday,"11:00",THEFT,,,,37.771133,-122.457508,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371934"
150224653,BATTERY,"2015-03-13 11:00:00",Friday,"11:00","SIMPLE ASSAULT",,,,37.742086,-122.49874,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371933"
150224653,"THREATS AGAINST LIFE","2015-03-13 11:00:00",Friday,"11:00","SIMPLE ASSAULT",,,,37.742086,-122.49874,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371932"
156067035,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 10:55:00",Friday,"10:55",THEFT,,,,37.788597,-122.413545,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371935"
150224409,"PETTY THEFT SHOPLIFTING","2015-03-13 10:45:00",Friday,"10:45",THEFT,,,,37.788694,-122.404785,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371936"
150224352,"ROBBERY, BODILY FORCE","2015-03-13 10:40:00",Friday,"10:40",ROBBERY,,,,37.784697,-122.413609,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Robbery/9371937"
150224302,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON","2015-03-13 10:24:00",Friday,"10:24","SIMPLE ASSAULT",,,,37.764229,-122.41952,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371938"
150226405,"STOLEN TRUCK","2015-03-13 10:00:00",Friday,"10:00","VEHICLE THEFT",,,,37.7763,-122.453006,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371940"
156065954,"MALICIOUS MISCHIEF, VANDALISM","2015-03-13 10:00:00",Friday,"10:00",VANDALISM,,,,37.726283,-122.461281,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371941"
150225899,"GRAND THEFT FROM LOCKED AUTO","2015-03-13 10:00:00",Friday,"10:00",THEFT,,,,37.772541,-122.466205,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371939"
150224255,"MALICIOUS MISCHIEF, BREAKING WINDOWS (ARREST, BOOKED)","2015-03-13 09:49:00",Friday,"09:49",VANDALISM,,,,37.78278,-122.454483,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371942"
150225366,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-13 09:42:00",Friday,"09:42",THEFT,,,,37.785207,-122.406691,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371944"
150225883,"PETTY THEFT SHOPLIFTING","2015-03-13 09:42:00",Friday,"09:42",THEFT,,,,37.785207,-122.406691,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371943"
150224170,"THREATS AGAINST LIFE (ARREST, BOOKED)","2015-03-13 09:30:00",Friday,"09:30","SIMPLE ASSAULT",,,,37.714325,-122.467555,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371945"
150224233,"PETTY THEFT SHOPLIFTING (ARREST, BOOKED)","2015-03-13 09:25:00",Friday,"09:25",THEFT,,,,37.786565,-122.407244,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371946"
150224186,"BURGLARY, UNLAWFUL ENTRY","2015-03-13 09:25:00",Friday,"09:25",BURGLARY,,,,37.756991,-122.391032,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371947"
150230826,"GRAND THEFT FROM A BUILDING (ARREST, BOOKED)","2015-03-13 09:00:00",Friday,"09:00",THEFT,,,,37.747461,-122.481305,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371950"
150225225,"PETTY THEFT FROM LOCKED AUTO","2015-03-13 09:00:00",Friday,"09:00",THEFT,,,,37.757058,-122.403889,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371949"
150230826,"BURGLARY, UNLAWFUL ENTRY (ARREST, BOOKED)","2015-03-13 09:00:00",Friday,"09:00",BURGLARY,,,,37.747461,-122.481305,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Burglary/9371948"
150223984,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES (ARREST, BOOKED)","2015-03-13 08:48:00",Friday,"08:48",VANDALISM,,,,37.80463,-122.403394,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vandalism/9371951"
150223984,"THREAT OR FORCE TO RESIST EXECUTIVE OFFICER (ARREST, BOOKED)","2015-03-13 08:48:00",Friday,"08:48","SIMPLE ASSAULT",,,,37.80463,-122.403394,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371953"
150223984,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON (ARREST, BOOKED)","2015-03-13 08:48:00",Friday,"08:48","SIMPLE ASSAULT",,,,37.80463,-122.403394,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Simple_Assault/9371952"
156062881,"PETTY THEFT OF PROPERTY","2015-03-13 08:15:00",Friday,"08:15",THEFT,,,,37.779441,-122.395023,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371954"
150224926,"PETTY THEFT FROM A BUILDING","2015-03-13 08:05:00",Friday,"08:05",THEFT,,,,37.779699,-122.504614,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Theft/9371955"
150230735,"STOLEN AUTOMOBILE","2015-03-13 08:00:00",Friday,"08:00","VEHICLE THEFT",,,,37.754252,-122.496965,Unknown,"http://sanfrancisco.crimespotting.org/crime/2015-03-13/Vehicle_Theft/9371961"
